datetime_utc,open,high,low,close,volume,session,date
2024-01-09 12:00:00,183.155,183.476,182.748,183.315,50217.92,london_ny_overlap,2024-01-09
2024-01-09 16:00:00,183.318,183.657,183.182,183.563,28302.93,ny,2024-01-09
2024-01-09 20:00:00,183.563,183.637,183.344,183.577,11656.37,late_ny_early_sydney,2024-01-09
2024-01-10 00:00:00,183.573,184.131,183.566,183.941,19701.53,late_sydney_early_asian,2024-01-10
2024-01-10 04:00:00,183.939,184.198,183.779,184.029,21079.6,asian_early_london,2024-01-10
2024-01-10 08:00:00,184.031,184.612,184.011,184.508,30992.37,london,2024-01-10
2024-01-10 12:00:00,184.508,185.493,184.508,185.453,44035.65,london_ny_overlap,2024-01-10
2024-01-10 16:00:00,185.452,185.65,185.247,185.634,25897.38,ny,2024-01-10
2024-01-10 20:00:00,185.633,185.821,185.344,185.715,15837.32,late_ny_early_sydney,2024-01-10
2024-01-11 00:00:00,185.713,185.8,185.418,185.507,24928.53,late_sydney_early_asian,2024-01-11
2024-01-11 04:00:00,185.508,185.843,185.432,185.601,17093.22,asian_early_london,2024-01-11
2024-01-11 08:00:00,185.601,185.74,185.248,185.6,28717.7,london,2024-01-11
2024-01-11 12:00:00,185.594,186.159,185.236,185.558,93189.66,london_ny_overlap,2024-01-11
2024-01-11 16:00:00,185.559,185.935,185.448,185.671,56740.13,ny,2024-01-11
2024-01-11 20:00:00,185.669,185.69,185.081,185.41,21474.879999999997,late_ny_early_sydney,2024-01-11
2024-01-12 00:00:00,185.41,185.653,185.041,185.14,24805.95,late_sydney_early_asian,2024-01-12
2024-01-12 04:00:00,185.139,185.548,185.102,185.148,20978.13,asian_early_london,2024-01-12
2024-01-12 08:00:00,185.146,185.286,184.802,184.814,33814.7,london,2024-01-12
2024-01-12 12:00:00,184.812,185.359,184.483,184.667,75119.82,london_ny_overlap,2024-01-12
2024-01-12 16:00:00,184.668,184.81,184.468,184.665,34184.98,ny,2024-01-12
2024-01-12 20:00:00,184.669,184.797,184.624,184.761,9088.119999999999,late_ny_early_sydney,2024-01-12
2024-01-14 20:00:00,184.524,184.885,184.497,184.851,4608.22,late_ny_early_sydney,2024-01-14
2024-01-15 00:00:00,184.849,185.205,184.693,185.163,21037.66,late_sydney_early_asian,2024-01-15
2024-01-15 04:00:00,185.16,185.484,185.064,185.344,17721.92,asian_early_london,2024-01-15
2024-01-15 08:00:00,185.351,185.553,185.221,185.452,29438.32,london,2024-01-15
2024-01-15 12:00:00,185.45,185.749,185.361,185.592,29539.02,london_ny_overlap,2024-01-15
2024-01-15 16:00:00,185.592,185.721,185.463,185.538,7606.48,ny,2024-01-15
